,url,name,price,color,description,composition,sku
108,tienda4baby-girl-0-36/jackets-down-filled-jackets/cotton-jacket-with-zip.html,cotton jacket with zip,€76.00,blue,"blue cotton jacket, without collar, with front zip and ruffle on the bottom",100% COTTON fabric,Code                        P21GA361M0030_495
109,tienda4baby-girl-0-36/jackets-down-filled-jackets/baby-girl-spring-jacket.html,baby girl spring jacket,€138.00,white,"microfibre fabric spring jacket with light wadding padding, lined in jersey with tone-on-tone ruffles on the collar and hem. Decorative front buttons",100% POLYESTER fabric- 100% POLYESTER padding - 100% COTTON lining -,Code                        P21GR121N0001_010
110,tienda4baby-girl-0-36/jackets-down-filled-jackets/newborn-boy-spring-jacket.html,newborn boy spring jacket,€102.00,navy blue,"microfibre fabric spring jacket with light wadding padding, fully lined in white cotton jersey, hidden zip and drawstring at the bottom as a closure, matching logo embroidery",100% POLYESTER fabric- 100% POLYESTER padding - 100% COTTON lining -,Code                        P21GR004N0001_497
111,tienda4baby-girl-0-36/jackets-down-filled-jackets/blue-sweater-with-front-button-closure.html,blue sweater with front button closure,€68.00,blue,"cotton tricot sweater, with front button closure.",100% COTTON fabric,Code                        P21GF212EM200_495
112,tienda4baby-girl-0-36/jackets-down-filled-jackets/direct-dawn-light-jacket.html,direct dawn light jacket,€247.00,hibiscus,"Lightweight long-sleeved down jacket of direct-feather nylon, with hidden front zip and ruffles on the collar. Double front pocket.",100% POLYESTER internal fabric -  100%  POLYAMIDE / NYLON external fabric - 10% FEATHER padding -  90% DOWNS  padding- 100% POLYAMIDE / NYLON lining -,Code                        P21GR157N0068_626
113,tienda4baby-girl-0-36/jackets-down-filled-jackets/white-newborn-boy-blazer.html,white newborn boy blazer,€97.00,seashell,"white cotton pique newborn boy jacket, classic lapels, patch pockets with embroidered logo.",100% COTTON fabric,Code                        P21BF030M0098_110
114,tienda4baby-girl-0-36/jackets-down-filled-jackets/nylon-jacket-with-front-zip.html,nylon jacket with front zip,€190.00,blue,Blue nylon jacket with contrasting front zip and perforated cotton lined hood. Patch pockets on the front.,100% POLYAMIDE/NYLON fabric -100% POLYAMIDE/NYLON lining -,Code                        P21GR155N0031_495
115,tienda4baby-girl-0-36/jackets-down-filled-jackets/fleece-jacket-with-zip-and-hood.html,fleece jacket with zip and hood,€136.00,shell,"100% beige cotton jacket, hood lined in contrasting perforated cotton, front zip and slit on the back with drawstring.",100% COTTON fabric,Code                        P21GA362M0103_114
116,tienda4baby-girl-0-36/jackets-down-filled-jackets/fleece-jacket-with-zip-and-hood-32851.html,fleece jacket with zip and hood,€136.00,himalaya,"100% pink cotton jacket, hood lined in contrasting perforated cotton, front zip and slit on the back with drawstring.",100% COTTON fabric,Code                        P21GA362M0103_336
117,tienda4baby-girl-0-36/jackets-down-filled-jackets/damier-cotton-short-jacket.html,damier cotton short jacket,€177.00,blue,"Spring crop jacket of blue and ivory damier cotton. With round collar and patch pockets with button closure. Long sleeve with adjustable cuff with small buttons, frayed edges on sleeves and bottom.",13% POLYESTER fabric - 84% COTTON fabric - 3% OTHER FIBRES fabric -,Code                        P21GR156C3122_495
118,tienda4baby-girl-0-36/t-shirt-and-shirts/short-sleeve-t-shirt-with-parrot-print.html,short sleeve t-shirt with parrot print,€71.00,white/pitaya,"White cotton jersey crewneck T-shirt, cap sleeves and water-based parrot print with application in rubberised stretch satin, practical opening with snap buttons on the neck.",100% COTTON fabric,Code                        P21TS305M0014_0136
119,tienda4baby-girl-0-36/t-shirt-and-shirts/short-sleeve-t-shirt-with-flowers-application.html,short sleeve t-shirt with flowers application,€63.00,white/hydrangea,White stretch cotton jersey short sleeve crewneck T-shirt with dancer print and skirt application. Snap buttons opening on the neck.,100% COTTON fabric,Code                        P21TS297M0014_0135
120,tienda4baby-girl-0-36/t-shirt-and-shirts/short-sleeve-t-shirt-with-baby-girl-print-and-application.html,short sleeve t-shirt with baby girl print and application,€50.00,white/hibiscus,White cotton jersey crewneck T-shirt with a little girl print on a paper plane and patterned application. Easy opening with snap buttons on the shoulder.,100% COTTON fabric,Code                        P21TS306M0014_0162
121,tienda4baby-girl-0-36/t-shirt-and-shirts/white-trapeze-t-shirt-with-flounce.html,white trapeze t-shirt with flounce,€58.00,white,"white cotton jersey top with flounce, middle and sleeve reverse stitching, scalloped hem, soft and comfortable fit",100% COTTON fabric,Code                        P21TS166M0014_010
122,tienda4baby-girl-0-36/t-shirt-and-shirts/short-sleeve-t-shirt-with-applied-flowers.html,short sleeve t-shirt with applied flowers,€55.00,white/ blue,"White cotton stretch jersey short sleeve T-shirt, with jersey flowers application.",100% COTTON fabric - 100% COTTON application,Code                        P21TS312M0014_0149
123,tienda4baby-girl-0-36/t-shirt-and-shirts/yellow-trapeze-t-shirt-with-flounce.html,yellow trapeze t-shirt with flounce,€58.00,light,"yellow cotton jersey top with flounce, middle and sleeve reverse stitching, scalloped hem, soft and comfortable fit",100% COTTON fabric,Code                        P21TS166M0014_201
124,tienda4baby-girl-0-36/t-shirt-and-shirts/short-sleeve-t-shirt-with-print-of-a-car-loaded-with-objects.html,short sleeve t-shirt with print of a car loaded with objects,€84.00,white/hibiscus,Stretch cotton jersey short-sleeved crew neck T-shirt with car transfer print loaded with holiday items. Application of fabric flowers.,100% COTTON fabric,Code                        P21TS278M0014_0162
125,tienda4baby-girl-0-36/t-shirt-and-shirts/blue-t-shirt-with-matching-piping.html,blue t-shirt with matching piping,€52.00,white/dark blue,soft cotton jersey t-shirt with blue doll stitch finish on collar and sleeves,6% ELASTAM / SPANDEX fabric  -  94% COTTON fabric -,Code                        P21TS168M0032_0149
126,tienda4baby-girl-0-36/t-shirt-and-shirts/body-t-shirt-with-cotton-voile-collar.html,body t-shirt with cotton voile collar,€60.00,white/white,"Practical white cotton jersey bodysuit, cotton voile collar, snap button opening on the bottom, tone-on-tone embroidered logo.",100% COTTON fabric -100% COTTON collar,Code                        P21MB073M0014_0101
127,tienda4baby-girl-0-36/t-shirt-and-shirts/short-sleeve-t-shirt-with-print-of-a-car-loaded-with-objects-33736.html,short sleeve t-shirt with print of a car loaded with objects,€84.00,hibiscus/hydrangea,Stretch cotton jersey short-sleeved crew neck T-shirt with car transfer print loaded with holiday items. Application of fabric flowers.,100% COTTON fabric,Code                        P21TS278M0014_6235
128,tienda4baby-girl-0-36/trousers/teal-ankle-capri-trousers.html,teal ankle Capri trousers,€81.00,aquamarine,"Teal garment dyed gabardine trousers with adjustable side lacing at the waist with internal elastic, tightened at the bottom with slit",2% ELASTAM / SPANDEX fabric  -  98% COTTON fabric - 100% COTTON pockets lining,Code                        P21PR004C6034_531
129,tienda4baby-girl-0-36/trousers/pure-linen-baby-girl-shorts-with-valance-on-the-bottom.html,pure linen baby girl shorts with valance on the bottom.,€63.00,pitaya,"madras linen newborn girl shorts in the shades of red and orange, with volant on the bottom.",100% LINEN fabric -,Code                        P21PS050L3017_365
130,tienda4baby-girl-0-36/trousers/striped-linen-trousers-32998.html,striped linen trousers,€73.00,small stripe blue,"culottes model trousers tight at the bottom, made of pure yarn-dyed linen with white stripes on a blue background.",100% LINEN fabric -,Code                        P21PL302L1012_495P
131,tienda4baby-girl-0-36/trousers/pink-vichy-capri-trousers.html,pink Vichy Capri trousers,€73.00,bubble pink,"white and pink Vichy gabardine trousers with adjustable side lacing at the waist with internal elastic, tightened at the bottom with slit",48% POLYESTER fabric - 2% ELASTAM / SPANDEX fabric - 50% COTTON fabric -,Code                        P21PR004C3125_327
132,tienda4baby-girl-0-36/trousers/striped-linen-trousers.html,striped linen trousers,€73.00,big stripe rope,"culottes model trousers tight at the bottom, made of pure yarn-dyed linen with white stripes on a beige background.",100% LINEN fabric -,Code                        P21PL302L1012_113G
133,tienda4baby-girl-0-36/trousers/pink-and-white-seersucker-shorts.html,pink and white seersucker shorts,€63.00,hibiscus,"White and pink cotton seersucker balloon shorts, with side decorative bows and practical elastic waist for adjustment.",100% COTTON fabric,Code                        P21PB101C1057_626
134,tienda4baby-girl-0-36/trousers/white-shorts-with-blue-stripes.html,white shorts with blue stripes,€63.00,white,"cotton seersucker baby girl's trousers with elastic waistband, blue stripes on a white background, with ruffles and scalloped hem",23% POLYAMIDE/NYLON fabric  - 2% ELASTAN / SPANDEX fabric  - 75% COTTON fabric-,Code                        P21PR037C1067_010
135,tienda4baby-girl-0-36/trousers/blue-leggings-32995.html,blue leggings,€52.00,blue,blue Sensitive® Fabrics leggings trousers with yoga-style cut with IG taped personalisation,72% POLYAMIDE / NYLON fabric - 28% ELASTAM/SPANDEX fabric -,Code                        P21PL298N0056_495
136,tienda4baby-girl-0-36/trousers/cotton-poplin-shorts-with-ruffles.html,cotton poplin shorts with ruffles,€47.00,hydrangea,Fuchsia newborn girl shorts made of garment dyed cotton poplin with elastic at waist and vertical ruffles.,3% ELASTAM / SPANDEX fabric  -  97% COTTON fabric -,Code                        P21PS061C0046_353
137,tienda4baby-girl-0-36/trousers/linen-trousers-with-buttons-on-the-bottom.html,linen trousers with buttons on the bottom,€102.00,solid rope,Beige 100% linen trousers with double front pocket and double patch pocket on the back. Practical hidden elastic at the waist for adjustment. Fold and buttons on the bottom.,100% LINEN fabric - 100% COTTON pockets lining,Code                        P21PL325L1012_113U
138,tienda4baby-girl-0-36/accessories/hat-with-bow-applied.html,hat with bow applied,€73.00,pearl pink,Light pink stretch cotton satin cap with tone-on-tone applied flower on the side.,3% ELASTAM / SPANDEX fabric  -  97% COTTON fabric - 100% COTTON lining,Code                        P21EO244C0046_310
139,tienda4baby-girl-0-36/accessories/newborn-baby-cotton-cap.html,newborn baby cotton cap,€29.00,white,"White cotton jersey baby boy cap , with turn-up and tone-on-tone embroidered logo.",6% ELASTAM / SPANDEX fabric  -  94% COTTON fabric -,Code                        P21EO042M0032_010
140,tienda4baby-girl-0-36/accessories/cradle-cover-with-blue-details.html,cradle cover with blue details,€97.00,white/dark blue,"Blanket for cradle in white cotton jersey with striped blue edging seer sucker, size 78 X 72 cm",100% COTTON fabric - 100% LINEN fabric,Code                        P21OG060M0014_0149
141,tienda4baby-girl-0-36/accessories/cotton-bib-with-blue-piping.html,cotton bib with blue piping,€34.00,white/dark blue,"Round bib of white cotton pique fabric profiled with blue cotton striped seer sucker, blue embroidered logo",internal part POLYESTER 15% - internal part COTTON 85% - external part COTTON 100% -,Code                        P21OB001B0002_0149
142,tienda4baby-girl-0-36/accessories/striped-seersucker-hat.html,striped seersucker hat,€58.00,denim blue,"Cotton seersucker hat with white and blue stripes, with peak and drawstring under the chin.",100% COTTON fabric - 100% COTTON lining,Code                        P21EO003C1057_482
143,tienda4baby-girl-0-36/accessories/piquet-cotton-hat.html,piquet cotton hat,€68.00,deep blue,"Blue pique cotton cap, with all-round edge. Tone-on-tone embroidered logo and drawstring under the chin.",100% COTTON fabric - 100% COTTON lining,Code                        P21EO279M0098_498
144,tienda4baby-girl-0-36/accessories/baby-girl-headband-with-bow-32985.html,baby girl headband with bow,€42.00,white/marine blue,White cotton jersey newborn girl headband with flower applied made of blue Sensitive® Fabrics.,6% ELASTAM / SPANDEX fabric  -  94% COTTON fabric - 3% ELASTAM / SPANDEX application - 97% COTTON application -,Code                        P21PH144M0032_0149
145,tienda4baby-girl-0-36/accessories/hat-with-bow-applied-32834.html,hat with bow applied,€68.00,white,White clo clo fabric hat with tone-on-tone applied flower on the side.,2% ELASTAM / SPANDEX fabric  -  98% COTTON fabric - 100% COTTON lining,Code                        P21EO305C0053_010
146,tienda4baby-girl-0-36/accessories/hat-with-bow-applied-32836.html,hat with bow applied,€47.00,white/white,White cotton jersey cap with tone-on-tone bow and cotton voile ruffle along the entire edge.,100% COTTON fabric,Code                        P21EO307M0014_0101
147,tienda4baby-girl-0-36/accessories/baby-girl-headband-with-bow.html,baby girl headband with bow,€29.00,white/ small stripe rope,"White cotton jersey baby girl headband, linen bow applied with white and beige thin stripes",6% ELASTAM / SPANDEX fabric  -  94% COTTON fabric - 100% LINEN application -,Code                        P21PH085M0032_0111
148,tienda4baby-girl-0-36/shoes/nappa-leather-sandals-with-velcro-closure.html,nappa leather sandals with Velcro closure,€129.00,white,White nappa leather sandal with eyelets and white visible stitching. Wraparound back structure that protects the ankle. Velcro strap and para rubber sole.,100% GENUINE LEATHER UPPER - 100% RUBBER SOLE -100% GENUINE LEATHER lining-,Code                        P21XG125VITNC_010
149,tienda4baby-girl-0-36/shoes/nappa-sandal-with-applied-flower.html,nappa sandal with applied flower,€143.00,white,White nappa sandal with coloured flowers application. Velcro closure and cork and rubber sole.,100% GENUINE LEATHER UPPER - 50% CORK SOLE - 50% RUBBER SOLE -100% GENUINE LEATHER lining-,Code                        P21XG540VITNC_010
150,tienda4baby-girl-0-36/shoes/nappa-sandal-with-applied-tulle-35028.html,nappa sandal with applied tulle,€138.00,white,Pink nappa sandal with pink tulle pon pon application. Velcro closure and cork and rubber sole.,100% GENUINE LEATHER UPPER - 50% CORK SOLE - 50% RUBBER SOLE -100% POLYAMIDE/NYLON details - 100% GENUINE LEATHER lining-,Code                        P21XG539VITNC_325
151,tienda4baby-girl-0-36/shoes/nappa-sandal-with-applied-tulle.html,nappa sandal with applied tulle,€138.00,white,White nappa sandal with white tulle pon pon application. Velcro closure and cork and rubber sole.,100% GENUINE LEATHER UPPER - 50% CORK SOLE - 50% RUBBER SOLE -100% POLYAMIDE/NYLON details - 100% GENUINE LEATHER lining-,Code                        P21XG539VITNC_010
152,tienda4baby-girl-0-36/shoes/nappa-shoes-with-bow-35022.html,nappa shoes with bow,€138.00,white,Baby shoes made of white nappa with bow applied on the practical Velcro closure. Wraparound back structure to protect the ankle and para rubber sole.,100% GENUINE LEATHER UPPER - 100% RUBBER SOLE -100% GENUINE LEATHER lining-,Code                        P21XG202VITNC_010
153,tienda4baby-girl-0-36/shoes/nappa-flat-shoes-with-tulle-bow.html,nappa flat shoes with tulle bow,€138.00,white,White nappa flat shoes with decorative tulle bow on the front. Rounded tip and adjustable strap closure. Small heel and rubber sole.,100% GENUINE LEATHER UPPER - 100% RUBBER SOLE -100% POLYAMIDE/NYLON details -100% GENUINE LEATHER lining-,Code                        P21XG228VITNC_010
154,tienda4baby-girl-0-36/shoes/nappa-leather-sandals-with-velcro-closure-35021.html,nappa leather sandals with Velcro closure,€129.00,white,Blue nappa leather sandal with eyelets and white visible stitching. Wraparound back structure that protects the ankle. Velcro strap and para rubber sole.,100% GENUINE LEATHER UPPER - 100% RUBBER SOLE -100% GENUINE LEATHER lining-,Code                        P21XG125VITNC_495
155,tienda4baby-girl-0-36/shoes/first-steps-sandal.html,first steps sandal,€127.00,lamb,Beige deer sandal with a sporty and robust upper. Straps with individually adjustable felt Velcro and sole made of cork and rubber.,100% GENUINE LEATHER UPPER - 50% CORK SOLE - 50% RUBBER SOLE -100% GENUINE LEATHER lining-,Code                        P21XG550ADRIC_125
156,tienda4baby-girl-0-36/shoes/nappa-shoes-with-bow.html,nappa shoes with bow,€91.00,white,"White Nappa soft shoes, with front bow applied on the strap closure with Velcro.",100% GENUINE LEATHER fabric -,Code                        P21SS095EA800_010
157,tienda4baby-girl-0-36/shoes/linen-shoes-with-bow.html,linen shoes with bow,€89.00,small stripe rope,"White and beige striped linen softs shoes, with tone-on-tone bow applied on the strap with comfortable elastic.",100% LINEN fabric - 100% COTTON lining,Code                        P21SS103L1012_113P
158,tienda4girl-2-14/shirt-with-handmade-embroidery.html,shirt with handmade embroidery,€130.00,white / sterlitzia,"light white cotton voile double layer shirt with completely hand-made embroideries on the bodice, butterfly sleeve",100% COTTON fabric,Code                        P21CC071C0048_0127
159,tienda4girl-2-14/organza-sleeveless-dress.html,organza sleeveless dress,€232.00,red clay,"Antique pink organza sleeveless dress, with multiple pleated layers applied on the neck and opening on the back with a single button. Lined in cotton voile.",42% SILK fabric - 58% POLYESTER fabric 100% COTTON lining -,Code                        P21VA057S0005_341
160,tienda4girl-2-14/shirt-with-handmade-embroidery-and-ribs.html,shirt with handmade embroidery and ribs,€115.00,white/ blue,"light white cotton voile double layer shirt, with ribbing on the bodice, completely handmade embroidery and cap sleeves.",100% COTTON fabric,Code                        P21CC072C0050_0149
161,tienda4girl-2-14/shirt-with-handmade-embroidery-32783.html,shirt with handmade embroidery,€130.00,white/ blue,"light white cotton voile double layer shirt with completely hand-made embroideries on the bodice, butterfly sleeve",100% COTTON fabric,Code                        P21CC071C0048_0149
162,tienda4girl-2-14/sleeveless-dress-with-flower-embroidery.html,sleeveless dress with flower embroidery,€102.00,white/ blue,Light white cotton voile sleeveless double layer dress with machine-made stylized flower embroidery.,100% COTTON fabric,Code                        P21VA275C0050_0149
163,tienda4girl-2-14/organza-short-sleeve-dress.html,organza short sleeve dress,€214.00,hibiscus,Bright lilac organza short sleeve dress with metallic reflections. Ruffle on the bodice and on the flounce on the bottom. Lined in cotton voile. Hidden zip closure and bow on the back.,42% SILK fabric - 58% POLYESTER fabric 100% COTTON lining -,Code                        P21VM604S0005_626
164,tienda4girl-2-14/sleeveless-dress-with-flower-application.html,sleeveless dress with flower application,€180.00,rain/lemonade,"Double blue cotton voile sleeveless dress, with rubberized cotton voile flower application, three-button closure on the back.",3% ELASTAM / SPANDEX fabric  -  97% COTTON fabric - 3% ELASTAM/SPANDEX lining - 97% COTTON lining,Code                        P21VA271C0046_4621
165,tienda4girl-2-14/sleeveless-linen-dress-with-contrasting-patches.html,sleeveless linen dress with contrasting patches,€143.00,rope,100% linen sleeveless dress with white stripes on a beige background. Multi-layered overlapping game with curls. Linen side patch with thin contrasting stripe. Back opening with buttons.,100% LINEN fabric -,Code                        P21VA206L1012_113
166,tienda4girl-2-14/sleeveless-dress-with-handmade-embroidery.html,sleeveless dress with handmade embroidery,€175.00,white/ blue,"double cotton poplin elegant sleeveless dress, trapeze shape, gathered waist and hand embroidery on the bodice. Three small elegant flounces on the bottom.",100% COTTON fabric,Code                        P21VA276C0048_0149
167,tienda4girl-2-14/sleeveless-dress-with-flounces-in-three-colours-34506.html,sleeveless dress with flounces in three colours,€123.00,ink blue/ hibiscus,"Striped cotton poplin sleeveless dress, with flounces of three different colours. Particular decorations curled on the neck, waist and on the bottom that separate the different fabrics. Four-buttons closure on the back.",100% COTTON fabric - 100% COTTON lining,Code                        P21VA265C1052_4862
168,tienda4girl-2-14/occasion-wear/short-sleeve-dress-with-crossover-front-closure.html,short sleeve dress with crossover front closure,€172.00,white,"White fil coupé cotton dress, fully lined in cotton. With flounces along the skirt and crossover front closure with tone-on-tone bow.",100% COTTON fabric - 100% COTTON lining,Code                        P21VM619C5043_010
169,tienda4girl-2-14/occasion-wear/patent-leather-flat-shoes-with-strap-35024.html,patent leather flat shoes with strap,€157.00,white,White nappa leather flat shoes with rounded tip and adjustable strap.,100% GENUINE LEATHER UPPER - 100% RUBBER SOLE -100% GENUINE LEATHER lining-,Code                        P21XG234VITNC_010
170,tienda4girl-2-14/occasion-wear/green-linen-dress-35001.html,green linen dress,€180.00,camouflage green,"trapeze dress with cap sleeves and triple flounce, pure linen fabric with laminated effects, cotton lining, the shape of the dress makes the chest part dry, soft and comfortable on the body, the garment front is shorter",100% LINEN fabric -,Code                        P21VM617L5013_548
171,tienda4girl-2-14/occasion-wear/linen-headband-with-silver-thread.html,linen headband with silver thread,€45.00,camouflage green,Silvery green linen headband with bow knot in the middle.,100% LINEN fabric -,Code                        P21PH134L5013_548
172,tienda4girl-2-14/occasion-wear/green-linen-dress.html,green linen dress,€180.00,gold,"trapeze dress with cap sleeves and triple flounce, pure linen fabric with laminated effects, cotton lining, the shape of the dress makes the chest part dry, soft and comfortable on the body, the garment front is shorter",100% LINEN fabric -,Code                        P21VM617L5013_240
173,tienda4girl-2-14/occasion-wear/gold-sandal-with-front-knot.html,gold sandal with front knot,€175.00,platinum,Padded faux-leather sandal with front knot. Adjustable ankle strap with buckle and plastic sole.,100% GENUINE LEATHER UPPER - 100% RUBBER SOLE -100% GENUINE LEATHER lining-,Code                        P21XG650VITLA_240
174,tienda4girl-2-14/occasion-wear/organza-sleeveless-dress.html,organza sleeveless dress,€232.00,red clay,"Antique pink organza sleeveless dress, with multiple pleated layers applied on the neck and opening on the back with a single button. Lined in cotton voile.",42% SILK fabric - 58% POLYESTER fabric 100% COTTON lining -,Code                        P21VA057S0005_341
175,tienda4girl-2-14/occasion-wear/nappa-leather-sandals-with-glitter.html,nappa leather sandals with glitter,€157.00,silver,"Nappa sandal with horizontal nappa stripes, covered with silver glitter. Adjustable ankle strap with buckle and rubber sole.",70% fabric upper- 30% GENUINE LEATHER upper - 100% RUBBER sole - 100% GENUINE LEATHER lining-,Code                        P21XG620VITLA_040
176,tienda4girl-2-14/occasion-wear/dress-with-il-gufo-exclusive-pattern.html,dress with Il Gufo exclusive pattern,€159.00,ocean,"Short sleeve dress with exclusive Il Gufo pattern with blue and green flowers on a white background, contrasting electric blue decorative laces on the sides. Practical zip on the back.",100% COTTON fabric -100% COTTON lining - 100% COTTON belt -,Code                        P21VM614C4068_458
177,tienda4girl-2-14/occasion-wear/short-sleeve-dress-with-open-back.html,short sleeve dress with open back,€123.00,lichen,"Short-sleeved dress in white and green Vichy cotton seersucker, with application of curled ruffles and sewn in the middle, applied on the bottom. Back closure with tone-on-tone bow and neckline on the back. Practical elastic waistband.",48% POLYESTER fabric - 2% ELASTAM / SPANDEX fabric - 50% COTTON fabric -,Code                        P21VM635C3125_426
178,tienda4girl-2-14/gift-card/giftcig-nfbf-050.html,gift card,€50.00,,"UE: within 5 working days from receiving the order.
Extra UE: within 8 working days from receiving the order.
Click here for details on shipping times.

                                If you are not satisfied with your purchase we provide a free pick up for return: you have 14 days from the order reception date to return purchased products.",,Code                        GIFTCIG_NFBF_050
179,tienda4girl-2-14/gift-card/giftcig-nfbf-100.html,gift card,€100.00,,"UE: within 5 working days from receiving the order.
Extra UE: within 8 working days from receiving the order.
Click here for details on shipping times.
If you are not satisfied with your purchase we provide a free pick up for return: you have 14 days from the order reception date to return purchased products.",,Code GIFTCIG_NFBF_100
180,tienda4girl-2-14/gift-card/giftcig-nfbf-150.html,gift card,€50.00,,"The Gift Card Il Gufo is an exclusive digital card that allows the recipient absolute freedom of choice on the product to be purchased and is valid for one year. The amount of the Gift Card covers the entire order and can also be used for multiple orders, until the credit is exhausted. Remember that you can use it on ilgufo.com only. You can buy the Gift Card without specifying the recipient: in this case the email with the details of the card and the printable pdf will arrive at the email address entered on the order completion page. Alternatively, by entering the name and email address of the person to whom you wish to give the card, all the information will arrive directly by email to the recipient of the gift, who will only have to confirm the receipt of the Gift Card. In this case you can choose the date of sending the communication containing the details of the Gift Card.",,Code                        GIFTCIG_NFBF_150
181,tienda4girl-2-14/gift-card/giftcig-nfbf-200.html,gift card,€50.00,,"UE: within 5 working days from receiving the order.
Extra UE: within 8 working days from receiving the order.
Click here for details on shipping times.

                                If you are not satisfied with your purchase we provide a free pick up for return: you have 14 days from the order reception date to return purchased products.",,Code                        GIFTCIG_NFBF_200
182,tienda4girl-2-14/gift-card/giftcig-nfbf-250.html,gift card,€250.00,,"UE: within 5 working days from receiving the order.
Extra UE: within 8 working days from receiving the order.
Click here for details on shipping times.

                                If you are not satisfied with your purchase we provide a free pick up for return: you have 14 days from the order reception date to return purchased products.",,Code                        GIFTCIG_NFBF_250
183,tienda4girl-2-14/gift-card/giftcig-nfbf-300.html,gift card,€50.00,,"The Gift Card Il Gufo is an exclusive digital card that allows the recipient absolute freedom of choice on the product to be purchased and is valid for one year. The amount of the Gift Card covers the entire order and can also be used for multiple orders, until the credit is exhausted. Remember that you can use it on ilgufo.com only. You can buy the Gift Card without specifying the recipient: in this case the email with the details of the card and the printable pdf will arrive at the email address entered on the order completion page. Alternatively, by entering the name and email address of the person to whom you wish to give the card, all the information will arrive directly by email to the recipient of the gift, who will only have to confirm the receipt of the Gift Card. In this case you can choose the date of sending the communication containing the details of the Gift Card.",,Code                        GIFTCIG_NFBF_300
184,tienda4girl-2-14/gift-card/giftcig-nfbf-350.html,gift card,€50.00,,"The Gift Card Il Gufo is an exclusive digital card that allows the recipient absolute freedom of choice on the product to be purchased and is valid for one year. The amount of the Gift Card covers the entire order and can also be used for multiple orders, until the credit is exhausted. Remember that you can use it on ilgufo.com only. You can buy the Gift Card without specifying the recipient: in this case the email with the details of the card and the printable pdf will arrive at the email address entered on the order completion page. Alternatively, by entering the name and email address of the person to whom you wish to give the card, all the information will arrive directly by email to the recipient of the gift, who will only have to confirm the receipt of the Gift Card. In this case you can choose the date of sending the communication containing the details of the Gift Card.",,Code                        GIFTCIG_NFBF_350
185,tienda4girl-2-14/gift-card/giftcig-nfbf-400.html,gift card,€50.00,,"The Gift Card Il Gufo is an exclusive digital card that allows the recipient absolute freedom of choice on the product to be purchased and is valid for one year. The amount of the Gift Card covers the entire order and can also be used for multiple orders, until the credit is exhausted. Remember that you can use it on ilgufo.com only. You can buy the Gift Card without specifying the recipient: in this case the email with the details of the card and the printable pdf will arrive at the email address entered on the order completion page. Alternatively, by entering the name and email address of the person to whom you wish to give the card, all the information will arrive directly by email to the recipient of the gift, who will only have to confirm the receipt of the Gift Card. In this case you can choose the date of sending the communication containing the details of the Gift Card.",,Code                        GIFTCIG_NFBF_400
186,tienda4girl-2-14/dresses/organza-sleeveless-dress.html,organza sleeveless dress,€232.00,red clay,"Antique pink organza sleeveless dress, with multiple pleated layers applied on the neck and opening on the back with a single button. Lined in cotton voile.",42% SILK fabric - 58% POLYESTER fabric 100% COTTON lining -,Code                        P21VA057S0005_341
187,tienda4girl-2-14/dresses/short-sleeve-dress-with-open-back.html,short sleeve dress with open back,€123.00,lichen,"Short-sleeved dress in white and green Vichy cotton seersucker, with application of curled ruffles and sewn in the middle, applied on the bottom. Back closure with tone-on-tone bow and neckline on the back. Practical elastic waistband.",48% POLYESTER fabric - 2% ELASTAM / SPANDEX fabric - 50% COTTON fabric -,Code                        P21VM635C3125_426
188,tienda4girl-2-14/dresses/sleeveless-dress-with-flounces-in-three-colours-34506.html,sleeveless dress with flounces in three colours,€123.00,ink blue/ hibiscus,"Striped cotton poplin sleeveless dress, with flounces of three different colours. Particular decorations curled on the neck, waist and on the bottom that separate the different fabrics. Four-buttons closure on the back.",100% COTTON fabric - 100% COTTON lining,Code                        P21VA265C1052_4862
189,tienda4girl-2-14/dresses/sleeveless-dress-with-flower-embroidery.html,sleeveless dress with flower embroidery,€102.00,white/ blue,Light white cotton voile sleeveless double layer dress with machine-made stylized flower embroidery.,100% COTTON fabric,Code                        P21VA275C0050_0149
190,tienda4girl-2-14/dresses/short-sleeve-dress-with-flower-application-34998.html,short sleeve dress with flower application,€97.00,aquamarine/lemonade,Teal cotton jersey short-sleeved dress with turn-ups on the sleeves and applied flower work with handmade embroidery.,100% COTTON fabric,Code                        P21VM612M0014_5321
191,tienda4girl-2-14/dresses/check-pattern-sleeveless-dress.html,check pattern sleeveless dress,€167.00,pitaya,"Madras linen sleeveless dress in the shades of red and orange. On the back bow on the bottom of the neckline, ruffles on the whole neckline and large flounce on the bottom.",100% LINEN fabric -,Code                        P21VA241L3017_365
192,tienda4girl-2-14/dresses/blue-sleeveless-dress-with-gathered-waist.html,blue sleeveless dress with gathered waist,€136.00,powder pink/white,"Sensitive® Fabrics sleeveless dress, with gathered waist and side decorative ribbons. Wide fit. - also includes white cotton mesh underskirt.",72% POLYAMIDE/NYLON fabric  - 28% ELASTAN / SPANDEX fabric  - 100% COTTON fabric-,Code                        P21VA266N0056_3301
193,tienda4girl-2-14/dresses/sleeveless-linen-dress-with-contrasting-patches.html,sleeveless linen dress with contrasting patches,€143.00,rope,100% linen sleeveless dress with white stripes on a beige background. Multi-layered overlapping game with curls. Linen side patch with thin contrasting stripe. Back opening with buttons.,100% LINEN fabric -,Code                        P21VA206L1012_113
