,url,base,price,value,description
32,tienda3catalog/product/view/id/25723/s/blusa-espiga-tosl16-14/category/199/,BLUSA BORDADO ESPIGA,"19,96 €",8434135250436,Blusa blanca con cuello redondo y bordado de espigas en pecho. Manga larga con elástico en muñeca. Cierre con botones en espalda.
33,tienda3catalog/product/view/id/24385/s/blusa-rosa-vainica/category/199/,BLUSA ROSA VAINICA,,8434135153614,Blusa rosa claro cuello bebé. Detalle vainica delantera. Goma elástica en manga.
34,tienda3catalog/product/view/id/23727/s/polaina-punto-basica-bosl14-66/category/200/,POLAINA PUNTO BÁSICA,"11,96 €",8434135256407,Polaina de punto con detalle de lazo delantero.
35,tienda3catalog/product/view/id/24968/s/braguita-peonias-bosl26-68/category/200/,BRAGUITA PEONÍAS,,8434135249546,Braguita gris con estampado de peonías. Goma elástica en cintura y pierna.
36,tienda3catalog/product/view/id/25056/s/floral-racimos-braguita-bosl26-34/category/200/,RACIMOS BRAGUITA,"15,96 €",8434135253826,Braguita gris claro con estampado floral para bebé. Goma elástica en cintura y pierna.
37,tienda3catalog/product/view/id/25313/s/algodon-braguita-nb-bosl16-45/category/200/,BRAGUITA ALGODÓN ORGÁNICO,,8434135249874,Braguita verde agua 100% algodón orgánico para recién nacido. Estampado de algodones. Goma elástica en cintura y pierna.
38,tienda3catalog/product/view/id/25316/s/rayas-nb-braguita-bosl16-11/category/200/,BRAGUITA RAYAS AZUL,"15,96 €",8434135249850,Braguita de rayas para recién nacido. Goma elástica en cintura y pierna.
39,tienda3catalog/product/view/id/24307/s/badana-burdeos/category/201/,BADANA BURDEOS,,8434135116336,Badana burdeos 100% piel ovino. Cierre mediante cordón ajustable en terciopelo. Plantilla 100% piel.
40,tienda3catalog/product/view/id/24311/s/zapato-azul-cordones-shlo26-240/category/201/,ZAPATO AZUL CORDONES,"27,96 €",8434135229357,Zapato estilo blucher azul 100%. Cierre con cordones ajustables.
41,tienda3catalog/product/view/id/24455/s/marron-blucher/category/201/,BLUCHER MARRÓN,"23,96 €",8434135215282,Zapato estilo blucher en color marrón con cierre de cordón.
42,tienda3recien-nacido/accesorios/capota-de-punto.html,CAPOTA DE PUNTO,,8434135256018,Capota de punto de arroz. Cierre con lazo.
43,tienda3recien-nacido/accesorios/patucos-boton.html,PATUCOS BOTÓN,"13,16 €",8434135255967,Patucos de punto y cierre con botón para recién nacido.
44,tienda3recien-nacido/accesorios/capota-relieves-con-pompones.html,CAPOTA RELIEVES CON POMPONES,,8434135255905,Capota de punto con detalle pompones en relieve. Cierre con lazo.
45,tienda3catalog/product/view/id/23834/s/leotardos-canale/category/202/,LEOTARDOS CANALÉ,"5,96 €",8434135260831,Leotardo de punto en canalé.
46,tienda3recien-nacido/accesorios/patucos-capotas/capota-relieves-con-pompones.html,CAPOTA RELIEVES CON POMPONES,,8434135255905,Capota de punto con detalle pompones en relieve. Cierre con lazo.
47,tienda3recien-nacido/accesorios/patucos-capotas/patucos-boton.html,PATUCOS BOTÓN,"13,16 €",8434135255967,Patucos de punto y cierre con botón para recién nacido.
48,tienda3recien-nacido/accesorios/patucos-capotas/capota-de-punto.html,CAPOTA DE PUNTO,,8434135256018,Capota de punto de arroz. Cierre con lazo.
49,tienda3recien-nacido/accesorios/patucos-capotas/bota-de-punto.html,BOTA DE PUNTO,,8434135256070,Patuco tipo bota de punto. Fruncido con lazo delantero.
50,tienda3catalog/product/view/id/23701/s/manta-recien-nacido/category/205/,MANTA RECIÉN NACIDO,"31,96 €",8434135256100,Manta de punto para recién nacido con acabado en rib.
51,tienda3catalog/product/view/id/24612/s/nb-buzo-terracota/category/534/,BUZO RECIÉN NACIDO,,8434135142595,Buzo con capucha para recién nacido color terracota. Apertura delantera con alamares.
52,tienda3bebe/vestido-ceramico-bebe.html,VESTIDO CERÁMICO BEBÉ,"31,96 €",8434135254687,Vestido verde agua con estampado de dibujo cerámico. Manga larga con goma elástica. Apertura con botones en espalda.
53,tienda3catalog/product/view/id/24400/s/blusa-verde-agua/category/190/,BLUSA VERDE AGUA,"23,96 €",8434135254793,Blusa verde agua con estampado de dibujo cerámico. Terminaciones con fruncidos. Cuello redondo y manga larga. Apertura con botones en espalda.
54,tienda3catalog/product/view/id/24431/s/crema-punto-lazo/category/190/,JERSEY CREMA LAZO,"27,96 €",8434135252775,Jersey de punto color crema con cuello bebé y lazo delantero. Manga larga.
55,tienda3catalog/product/view/id/24430/s/bebe-relieves-crema/category/190/,CÁRDIGAN BEBÉ RELIEVES CREMA,"25,96 €",8434135257879,Cárdigan de punto color crema con relieves delanteros para bebé niña. Cuello redondo y manga larga. Apertura delantera con botones.
56,tienda3catalog/product/view/id/24397/s/braguita-verde-agua/category/190/,BRAGUITA VERDE AGUA,,8434135254625,Braguita verde agua con estampado de dibujo cerámico para bebé niña. Goma elástica en cintura y pierna.
57,tienda3catalog/product/view/id/24180/s/jersey-teleferico/category/206/,JERSEY TELEFÉRICO,"29,16 €",8434135260794,Jersey de punto en color teja con intarsia de teleférico. Cuello redondo y manga larga.
58,tienda3catalog/product/view/id/24830/s/jersey-ganso/category/206/,JERSEY INTARSIA GANSO,"27,96 €",8434135257350,Jersey rosa de punto con intarsia de ganso. Cuello redondo y manga larga. Apertura en espalda con botones.
59,tienda3catalog/product/view/id/24835/s/cardigan-punto-garbanzo/category/206/,CÁRDIGAN TEJA RELIEVES,"25,96 €",8434135258241,Chaqueta de punto teja con relieve. Cuello redondo y manga larga. Apertura delantera con botones.
60,tienda3catalog/product/view/id/24831/s/jersey-oso-esquiador/category/206/,JERSEY OSO ESQUIADOR,"27,96 €",8434135257411,Jersey azul grisáceo de punto con intarsia de oso esquiador. Cuello redondo y manga larga. Apertura en espalda con botones.
61,tienda3catalog/product/view/id/24832/s/pompon-verde-agua/category/206/,ABRIGO VERDE AGUA POMPÓN,"31,96 €",8434135258005,Abrigo de punto verde agua con capucha y terminación pompón. Apertura delantera con botones.
62,tienda3catalog/product/view/id/24902/s/nino-rayas-punto/category/207/,JERSEY RAYAS AZULES,"31,96 €",8434135253635,Jersey gris de punto con rayas azules. Cuello redondo y manga larga. Apertura con botones en hombro.
63,tienda3catalog/product/view/id/24833/s/ribete-contraste-crema/category/207/,JERSEY CREMA CON RIBETE,"27,96 €",8434135258067,Jersey de punto en color crema con ribeteado color mostaza. Apertura con tres botones en pecho. Cuello redondo y manga larga.
64,tienda3catalog/product/view/id/24832/s/pompon-verde-agua/category/207/,ABRIGO VERDE AGUA POMPÓN,"31,96 €",8434135258005,Abrigo de punto verde agua con capucha y terminación pompón. Apertura delantera con botones.
65,tienda3catalog/product/view/id/24831/s/jersey-oso-esquiador/category/207/,JERSEY OSO ESQUIADOR,"27,96 €",8434135257411,Jersey azul grisáceo de punto con intarsia de oso esquiador. Cuello redondo y manga larga. Apertura en espalda con botones.
66,tienda3catalog/product/view/id/24992/s/largo-abrigo-rojo-tosl24-185/category/207/,ABRIGO ROJO PUNTO DE ARROZ,"31,96 €",8434135252782,Abrigo largo de punto de arroz en color rojo. Doble botonadura delantera. Manga con vuelta.
67,tienda3catalog/product/view/id/24241/s/body-blanco-en-pico/category/208/,BODY BLANCO EN PICO,"15,96 €",8434135252324,Body blanco cuello en pico y manga larga. Detalle bordado en el cuello en tono terracota. Apertura con corchetes inferior y trasera.
68,tienda3catalog/product/view/id/24240/s/body-floral/category/208/,BODY FLORAL,,8434135252263,Body blanco cuello con volante y bordados florales. Manga larga. Apertura con automáticos.
69,tienda3catalog/product/view/id/24008/s/ranita-de-punto-canale-rosl14-53/category/208/,RANITA DE PUNTO CANALÉ,,8434135256520,Ranita de punto azul grisáceo. Manga larga y cuello redondo. Apertura con botones en espalda.
70,tienda3catalog/product/view/id/24969/s/peonias-bebe-vestido-drsl26-64/category/209/,VESTIDO BEBÉ PEONÍAS,"31,96 €",8434135249584,Vestido estampado de peonías con cuello volante. Manga larga. Apertura en espalda con botones.
71,tienda3catalog/product/view/id/25043/s/racimos-floral-gris-drsl26-52/category/209/,VESTIDO BEBÉ RACIMOS,"31,96 €",8434135253956,Vestido gris claro con estampado floral. Detalle fruncidos en pecho. Manga larga. Apertura en espalda con botones.
72,tienda3catalog/product/view/id/25083/s/pichi-rojo-bosl26-41/category/209/,PICHI MICROPANA BEBÉ,"25,16 €",8434135259095,Vestido tipo pichi en tejido micropana rojo para bebé. Detalle dos lazos delanteros. Cintura elástica. Tirantes con ajuste botón.
73,tienda3catalog/product/view/id/25280/s/multicolor-cuadros-bebe-drsl26-257/category/209/,VESTIDO CUADROS MULTICOLOR,"31,96 €",8434135261012,Vestido de manga corta y cuello redondo con estampado de cuadros. Apertura con botones en espalda.
74,tienda3catalog/product/view/id/23745/s/vestido-bebe-tulipanes-drsl26-51/category/209/,VESTIDO BEBÉ TULIPANES,"31,96 €",8434135249133,Vestido azul medio con estampado tulipanes. Manga larga y cuello bebé. Detalle frontal punto smock. Apertura con botones en espalda.
75,tienda3catalog/product/view/id/25097/s/micropana-mostaza-bebe-bosl26-178/category/210/,PANTALÓN MOSTAZA MICROPANA,"21,96 €",8434135258906,Pantalón largo color mostaza con tejido de micropana. Cintura elástica. Cinco bolsillos.
76,tienda3catalog/product/view/id/25098/s/bebe-bloomer-rojo-bosl26-179/category/210/,BLOOMER ROJO MICROPANA,"15,96 €",8434135258951,Bloomer en color rojo de micropana para bebé. Goma elástica en cintura y pierna.
77,tienda3catalog/product/view/id/25096/s/taupe-tejido-pana-bosl26-177/category/210/,PANTALÓN BEBÉ TAUPE PANA,"21,96 €",8434135258838,Pantalón largo taupe tejido de pana con cintura elástica. Cinco bolsillos.
78,tienda3catalog/product/view/id/25078/s/corto-tirantes-espiga-bosl26-170/category/210/,PANTALÓN ESPIGA CON TIRANTES,"25,96 €",8434135248839,Pantalón corto gris oscuro tejido espiga con tirantes cruzados para bebé. Detalle bolsillos laterales.
79,tienda3catalog/product/view/id/25074/s/micropana-bloomer-verde-bosl26-169/category/210/,BLOOMER MICROPANA,"15,96 €",8434135258821,Bloomer verde oscuro de micropana para bebé. Goma elástica en cintura y pierna.
80,tienda3catalog/product/view/id/23747/s/blusa-tulipanes/category/211/,BLUSA TULIPANES,"27,96 €",8434135249355,Blusa con estampado tulipanes y cuello redondo con volante. Detalle punto smock en pecho. Cierre botones en espalda.
81,tienda3catalog/product/view/id/23748/s/blusa-taupe-hojas/category/211/,BLUSA TAUPE HOJAS,"27,96 €",8434135249416,Blusa taupe con estampado hojas para bebé. Cuello redondo con volante. Manga larga con elástico. Cierre frontal con botones.
82,tienda3catalog/product/view/id/23945/s/blusa-bebe-flores-peque-as/category/211/,BLUSA BEBÉ FLORES PEQUEÑAS,"25,16 €",8434135254182,Blusa de color crema con cuello bebé y ribeteado azul. Estampado de flores pequeñas en color azul. Goma elástica en manga. Apertura trasera con botones.
83,tienda3catalog/product/view/id/24274/s/camisa-bebe-azul-acero/category/211/,CAMISA BEBÉ AZUL ACERO,"23,96 €",8434135251594,Camisa con cuello y cuadros azules para bebé niño. Manga larga. Apertura delantera con botones.
84,tienda3catalog/product/view/id/24400/s/blusa-verde-agua/category/211/,BLUSA VERDE AGUA,"23,96 €",8434135254793,Blusa verde agua con estampado de dibujo cerámico. Terminaciones con fruncidos. Cuello redondo y manga larga. Apertura con botones en espalda.
85,tienda3catalog/product/view/id/25655/s/mostaza-bebe-flores-tosl25-92/category/212/,SUDADERA FLORES,"15,96 €",8434135255288,Sudadera mostaza de manga larga con dibujo frontral. Apertura con botones a presión en espalda.
86,tienda3catalog/product/view/id/25697/s/rosa-volante-bap-tosl25-91/category/212/,CAMISETA ROSA BAP,"14,76 €",8434135255264,Camiseta rosa con cuello volante y bordado letras Bap. Manga larga con elástico en muñeca. Apertura con automáticos en espalda.
87,tienda3catalog/product/view/id/24012/s/camiseta-azul-gallinas/category/212/,CAMISETA AZUL GALLINAS,"14,76 €",8434135255028,Camiseta azul de cuello redondo y manga larga. Dibujo frontal con gallinas. Doble botón en hombro.
88,tienda3catalog/product/view/id/24013/s/camiseta-vegetales/category/212/,CAMISETA VEGETALES,"14,76 €",8434135255141,Camiseta color teja de cuello redondo y manga larga. Dibujo frontal vegetales. Doble botón en hombro.
89,tienda3catalog/product/view/id/24587/s/bebe-plumifero-verde/category/213/,PLUMAS VERDE BEBÉ,"47,96 €",8434135220880,Plumas verde caza con capucha desmontable y forro de borrego. Cierre con cremallera. Detalle alamares frontales y bolsillos con solapa.
90,tienda3catalog/product/view/id/24832/s/pompon-verde-agua/category/213/,ABRIGO VERDE AGUA POMPÓN,"31,96 €",8434135258005,Abrigo de punto verde agua con capucha y terminación pompón. Apertura delantera con botones.
